component_id,lot_id,component_type,temperature_C,voltage_V,iddq_0h_uA,iddq_24h_uA,iddq_96h_uA,iddq_168h_uA,absolute_limit_uA,ground_truth,static_pass_168h,drift_0_24_uA_per_h,drift_24_96_uA_per_h,drift_96_168_uA_per_h,overall_drift_uA_per_h,lot_baseline_mean_uA,lot_baseline_std_uA,iddq_24h_zscore,iddq_96h_zscore,iddq_168h_zscore
C050175,LOT-005,IC_A,125.13,3.302,10.647,11.034,11.171,11.623,50.0,Normal,True,0.016125000000000018,0.0019027777777777593,0.006277777777777777,0.005809523809523804,13.060988,4.494286612596969,-0.4510144044482131,-0.42053125733071434,-0.3199591223153159
C050204,LOT-005,IC_A,125.23,3.311,10.488,10.493,11.012,11.272,50.0,Normal,True,0.0002083333333333659,0.007208333333333335,0.0036111111111111083,0.0046666666666666705,13.060988,4.494286612596969,-0.5713894598538117,-0.45590950836489186,-0.3980582802586893
C030496,LOT-003,IC_A,125.55,3.31,11.593,11.81,11.856,11.836,50.0,Normal,True,0.00904166666666669,0.0006388888888888803,-0.00027777777777777187,0.0014464285714285733,11.715506,3.855729485024512,0.02450742469538167,0.036437722237950824,0.03125063634987732
C060157,LOT-006,IC_A,127.03,3.304,20.172,29.385,41.316,59.528,50.0,Absolute_Failure,False,0.383875,0.16570833333333335,0.2529444444444444,0.23426190476190473,11.337624,3.811839389807939,4.734558346884947,7.864543317369539,12.642289213142345
C020432,LOT-002,IC_A,126.09,3.269,9.055,9.086,9.265,9.577,50.0,Normal,True,0.001291666666666691,0.0024861111111111147,0.0043333333333333245,0.0031071428571428587,11.022252,4.154165292215281,-0.46609893054290563,-0.42300964848293604,-0.3479043076856709
C010372,LOT-001,IC_A,126.4,3.305,9.845,9.906,10.295,10.921,50.0,Normal,True,0.0025416666666666643,0.0054027777777777685,0.008694444444444437,0.0064047619047618975,11.623093999999998,4.010721666950165,-0.42812594405378207,-0.3311359177436784,-0.17505428157369135
C090356,LOT-009,IC_A,124.96,3.297,7.276,7.635,7.68,8.089,50.0,Normal,True,0.014958333333333332,0.000624999999999999,0.005680555555555565,0.004839285714285718,11.39196,3.751426574663322,-1.0014750189631991,-0.9894795822661504,-0.8804543909529745
C010179,LOT-001,IC_A,126.43,3.312,10.828,10.853,11.327,11.512,50.0,Normal,True,0.0010416666666666814,0.006583333333333336,0.0025694444444444514,0.004071428571428577,11.623093999999998,4.010721666950165,-0.1920088363014215,-0.07382561658165482,-0.02769925445474155
C010026,LOT-001,IC_A,126.39,3.298,26.807,34.83,46.951,65.326,50.0,Absolute_Failure,False,0.33429166666666665,0.16834722222222226,0.25520833333333326,0.22927976190476185,11.623093999999998,4.010721666950165,5.786217027033693,8.808366407251608,13.389836159046357
C060062,LOT-006,IC_A,127.39,3.307,8.672,8.686,9.133,9.3,50.0,Normal,True,0.0005833333333333061,0.006208333333333322,0.0023194444444444664,0.0037380952380952387,11.337624,3.811839389807939,-0.6956284693132371,-0.5783622483923914,-0.5345513783839319
C010290,LOT-001,IC_A,126.59,3.302,10.288,10.311,10.501,11.243,50.0,Normal,True,0.0009583333333333203,0.002638888888888882,0.010305555555555568,0.00568452380952381,11.623093999999998,4.010721666950165,-0.3271466107489183,-0.2797735901861428,-0.094769478304145
C050421,LOT-005,IC_A,125.36,3.313,11.798,11.94,12.014,12.396,50.0,Normal,True,0.005916666666666644,0.0010277777777777757,0.0053055555555555755,0.003559523809523814,13.060988,4.494286612596969,-0.24942512497044578,-0.2329597754325266,-0.1479629710611055
C040321,LOT-004,IC_A,126.24,3.26,8.697,8.948,8.949,8.691,50.0,Normal,True,0.010458333333333384,1.3888888888881192e-05,-0.003583333333333321,-3.5714285714276494e-05,10.701696,3.832831406253284,-0.45754582294927865,-0.45728491922197984,-0.5245980808651115
C030240,LOT-003,IC_A,125.45,3.299,9.965,10.18,10.523,10.723,50.0,Normal,True,0.008958333333333327,0.004763888888888889,0.0027777777777777926,0.004511904761904767,11.715506,3.855729485024512,-0.39824007518261834,-0.3092815522021558,-0.25741069332141936
C080246,LOT-008,IC_A,123.24,3.34,8.22,8.479,8.936,8.811,50.0,Normal,True,0.010791666666666607,0.006347222222222232,-0.001736111111111111,0.0035178571428571385,11.11735,3.8795692423918693,-0.6800626139548884,-0.5622660310233651,-0.5944861029411779
C060241,LOT-006,IC_A,127.31,3.319,9.843,9.954,10.169,11.013,50.0,Normal,True,0.0046250000000000275,0.002986111111111109,0.011722222222222214,0.006964285714285714,11.337624,3.811839389807939,-0.3629806658957144,-0.3065774500165604,-0.08516203512350932
C040418,LOT-004,IC_A,126.32,3.273,9.741,9.668,10.16,10.002,50.0,Normal,True,-0.0030416666666666834,0.006833333333333346,-0.0021944444444444372,0.0015535714285714345,10.701696,3.832831406253284,-0.269695139294027,-0.14133050546293796,-0.18255329437617365
C030296,LOT-003,IC_A,125.55,3.301,11.992,12.219,12.634,13.172,50.0,Normal,True,0.009458333333333272,0.005763888888888902,0.007472222222222226,0.0070238095238095224,11.715506,3.855729485024512,0.13058333110648684,0.23821536328401466,0.377747973673195
C100419,LOT-010,IC_A,124.74,3.281,24.626,37.675,57.456,70.908,50.0,Absolute_Failure,False,0.5437083333333331,0.2747361111111112,0.1868333333333333,0.2754880952380952,12.905142,4.3537982539741815,5.689252591662895,10.232641799452612,13.322357770494886
C090117,LOT-009,IC_A,124.81,3.286,9.653,9.499,10.085,10.408,50.0,Normal,True,-0.006416666666666663,0.008138888888888893,0.004486111111111092,0.004494047619047613,11.39196,3.751426574663322,-0.5045973744454496,-0.34839013212388237,-0.26228955316506675
C070243,LOT-007,IC_A,125.62,3.292,6.95,7.36,7.464,7.675,50.0,Normal,True,0.01708333333333334,0.0014444444444444457,0.0029305555555555474,0.004315476190476188,10.989696,3.957974929515009,-0.9170588658692604,-0.8907828025156344,-0.8374727124424124
C010202,LOT-001,IC_A,126.26,3.305,10.563,10.694,11.316,11.589,50.0,Normal,True,0.005458333333333343,0.008638888888888887,0.0037916666666666624,0.006107142857142856,11.623093999999998,4.010721666950165,-0.23165257456184926,-0.07656826514055216,-0.008500714542458796
C080110,LOT-008,IC_A,123.46,3.331,11.202,11.391,11.515,12.042,50.0,Normal,True,0.007875000000000002,0.00172222222222223,0.007319444444444434,0.004999999999999999,11.11735,3.8795692423918693,0.07053618144247546,0.10249849278494576,0.23833831599044372
C090030,LOT-009,IC_A,125.06,3.28,9.495,9.657,10.118,9.999,50.0,Normal,True,0.006750000000000034,0.0064027777777777815,-0.0016527777777777747,0.003000000000000008,11.39196,3.751426574663322,-0.46248006337581216,-0.3395934785460468,-0.37131474447824214
C090133,LOT-009,IC_A,124.95,3.28,11.087,11.262,11.376,11.794,50.0,Normal,True,0.007291666666666696,0.0015833333333333194,0.00580555555555557,0.004208333333333337,11.39196,3.751426574663322,-0.03464282118107622,-0.004254381548553195,0.10716989710403249
C050082,LOT-005,IC_A,125.31,3.314,12.107,12.114,12.33,13.12,50.0,Normal,True,0.0002916666666667271,0.0029999999999999905,0.01097222222222221,0.006029761904761904,13.060988,4.494286612596969,-0.21070930308398683,-0.16264828281114171,0.01313044874231993
C010401,LOT-001,IC_A,126.53,3.312,9.035,8.938,8.987,9.041,50.0,Normal,True,-0.004041666666666647,0.0006805555555555484,0.0007500000000000037,3.5714285714287065e-05,11.623093999999998,4.010721666950165,-0.6694790172367654,-0.6572617645653128,-0.6437978534579976
C060467,LOT-006,IC_A,127.2,3.299,10.612,10.908,11.132,10.591,50.0,Normal,True,0.012333333333333307,0.003111111111111114,-0.007513888888888894,-0.00012500000000000475,11.337624,3.811839389807939,-0.11270779171565443,-0.05394351098574505,-0.1958697425700351
C040174,LOT-004,IC_A,126.36,3.258,9.627,9.825,10.259,10.607,50.0,Normal,True,0.008249999999999943,0.0060277777777777925,0.004833333333333319,0.005833333333333325,10.701696,3.832831406253284,-0.22873325410809012,-0.11550103646034078,-0.024706539360302614
C100447,LOT-010,IC_A,124.86,3.286,26.8,27.025,27.327,27.466,50.0,High_Stable,True,0.009374999999999911,0.0041944444444444885,0.0019305555555555465,0.003964285714285716,12.905142,4.3537982539741815,3.2431126056682302,3.312477326397845,3.344403472693925
C060372,LOT-006,IC_A,127.49,3.309,10.156,10.006,10.248,10.783,50.0,Normal,True,-0.006250000000000015,0.0033611111111110986,0.007430555555555557,0.0037321428571428505,11.337624,3.811839389807939,-0.34933895786912844,-0.28585254743770877,-0.14550035908725562
C050046,LOT-005,IC_A,125.38,3.298,12.107,12.152,12.834,13.179,50.0,Normal,True,0.0018749999999999971,0.009472222222222227,0.004791666666666676,0.0063809523809523865,13.060988,4.494286612596969,-0.20225412359154216,-0.05050590217450287,0.026258227427958452
C050491,LOT-005,IC_A,125.21,3.301,11.236,11.534,11.733,11.723,50.0,Normal,True,0.012416666666666668,0.002763888888888887,-0.00013888888888888593,0.0028988095238095244,13.060988,4.494286612596969,-0.3397620427055158,-0.29548360273192226,-0.29770864996677615
C090381,LOT-009,IC_A,124.92,3.285,10.981,11.204,11.604,11.624,50.0,Normal,True,0.009291666666666698,0.005555555555555536,0.00027777777777779653,0.0038273809523809562,11.39196,3.751426574663322,-0.05010360625727223,0.05652249771649333,0.061853802915181985
C030125,LOT-003,IC_A,125.19,3.307,21.304,34.585,45.689,63.26,50.0,Absolute_Failure,False,0.5533750000000001,0.1542222222222222,0.24404166666666663,0.24973809523809526,11.715506,3.855729485024512,5.931301479739213,8.811171564797686,13.368285871764762
C100442,LOT-010,IC_A,124.61,3.289,11.965,14.093,27.258,44.92,50.0,Latent_Defect,True,0.08866666666666667,0.18284722222222222,0.24530555555555558,0.19616071428571427,12.905142,4.3537982539741815,0.2728325776040987,3.296629095502668,7.353316835656449
C040098,LOT-004,IC_A,126.27,3.267,9.433,9.339,9.818,9.829,50.0,Normal,True,-0.003916666666666642,0.006652777777777767,0.0001527777777777918,0.002357142857142862,10.701696,3.832831406253284,-0.35553246557538487,-0.23055958019918277,-0.22768963919889393
C070296,LOT-007,IC_A,125.52,3.298,9.959,10.172,10.097,10.575,50.0,Normal,True,0.00887500000000004,-0.0010416666666666814,0.006638888888888885,0.0036666666666666644,10.989696,3.957974929515009,-0.2065945375000635,-0.22554362164931333,-0.10477479200476288
C030033,LOT-003,IC_A,125.32,3.315,10.634,10.737,11.163,11.41,50.0,Normal,True,0.004291666666666656,0.005916666666666669,0.003430555555555554,0.004619047619047618,11.715506,3.855729485024512,-0.253779733199768,-0.1432948037837999,-0.07923429306609077
C050362,LOT-005,IC_A,125.3,3.318,10.89,11.269,11.541,12.162,50.0,Normal,True,0.01579166666666665,0.003777777777777781,0.008625000000000006,0.007571428571428573,13.060988,4.494286612596969,-0.3987257944291455,-0.3382045096411181,-0.20002907635668787
C060156,LOT-006,IC_A,127.22,3.31,8.769,8.818,8.879,9.621,50.0,Normal,True,0.002041666666666645,0.0008472222222222214,0.010305555555555568,0.005071428571428573,11.337624,3.811839389807939,-0.6609995181688263,-0.6449967452914849,-0.45034006537366
C060054,LOT-006,IC_A,127.19,3.316,11.398,11.31,11.945,12.363,50.0,Normal,True,-0.0036666666666666328,0.008819444444444442,0.005805555555555546,0.005744047619047618,11.337624,3.811839389807939,-0.007246895048584739,0.15933934719914924,0.26899769248978345
C070414,LOT-007,IC_A,125.51,3.291,16.837,25.884,42.759,61.094,50.0,Absolute_Failure,False,0.37695833333333334,0.234375,0.2546527777777778,0.2634345238095238,10.989696,3.957974929515009,3.7631122645400574,8.026656198121207,12.659075636474418
C040327,LOT-004,IC_A,126.28,3.264,8.723,8.841,8.994,9.328,50.0,Normal,True,0.0049166666666666066,0.0021250000000000067,0.004638888888888883,0.0036011904761904683,10.701696,3.832831406253284,-0.4854625217702677,-0.4455442514935266,-0.3584024065756737
C060432,LOT-006,IC_A,127.09,3.304,10.489,10.762,10.889,11.088,50.0,Normal,True,0.011374999999999988,0.0017638888888888734,0.002763888888888887,0.003565476190476181,11.337624,3.811839389807939,-0.15100951040568436,-0.11769226195613784,-0.06548649470054879
C010266,LOT-001,IC_A,126.39,3.304,23.082,23.315,23.947,24.837,50.0,High_Stable,True,0.009708333333333355,0.008777777777777749,0.01236111111111112,0.010446428571428565,11.623093999999998,4.010721666950165,2.915162649242317,3.0727402755353386,3.2946454771188667
C010103,LOT-001,IC_A,126.42,3.311,10.502,10.752,10.907,11.205,50.0,Normal,True,0.010416666666666666,0.002152777777777769,0.00413888888888889,0.004184523809523806,11.623093999999998,4.010721666950165,-0.21719133670584412,-0.17854492519410625,-0.1042440824167002
C010318,LOT-001,IC_A,126.35,3.313,10.777,11.059,11.17,11.487,50.0,Normal,True,0.011750000000000002,0.0015416666666666758,0.00440277777777778,0.0042261904761904815,11.623093999999998,4.010721666950165,-0.1406465087438859,-0.11297069146773786,-0.03393254663405423
C070015,LOT-007,IC_A,125.64,3.298,7.223,7.247,7.56,7.956,50.0,Normal,True,0.0010000000000000009,0.0043472222222222185,0.005500000000000011,0.004363095238095241,10.989696,3.957974929515009,-0.9456088193207965,-0.8665279748045951,-0.7664768104965572
C020203,LOT-002,IC_A,126.06,3.279,21.861,22.139,22.882,23.061,50.0,High_Stable,True,0.011583333333333279,0.010319444444444473,0.00248611111111109,0.007142857142857138,11.022252,4.154165292215281,2.6760485483888385,2.8549051772746346,2.897994459334604
C080438,LOT-008,IC_A,123.37,3.338,10.713,12.91,22.49,40.128,50.0,Latent_Defect,True,0.0915416666666667,0.13305555555555554,0.24497222222222226,0.1750892857142857,11.11735,3.8795692423918693,0.46207449538773493,2.9314208071688967,7.4778018350599345
C080375,LOT-008,IC_A,123.24,3.33,12.05,11.977,12.499,13.174,50.0,Normal,True,-0.0030416666666666834,0.007250000000000003,0.009374999999999986,0.006690476190476183,11.11735,3.8795692423918693,0.2215838785931813,0.356134898921967,0.530123287278155
C010129,LOT-001,IC_A,126.24,3.302,22.042,22.51,23.133,22.722,50.0,High_Stable,True,0.0195,0.008652777777777744,-0.005708333333333303,0.0040476190476190456,11.623093999999998,4.010721666950165,2.7144506410684515,2.8697842821769206,2.7673089587490223
C040073,LOT-004,IC_A,126.22,3.268,10.075,10.384,10.606,10.685,50.0,Normal,True,0.012875000000000044,0.003083333333333327,0.001097222222222231,0.0036309523809523883,10.701696,3.832831406253284,-0.08288807054797065,-0.024967443087601432,-0.004356048630983348
C070398,LOT-007,IC_A,125.67,3.296,21.569,21.989,21.79,22.711,50.0,High_Stable,True,0.01750000000000007,-0.002763888888888911,0.012791666666666658,0.0067976190476190445,10.989696,3.957974929515009,2.7790231610556972,2.7287449244463544,2.961439677799139
C030166,LOT-003,IC_A,125.54,3.306,10.035,10.093,10.787,11.188,50.0,Normal,True,0.0024166666666666594,0.0096388888888889,0.005569444444444442,0.006863095238095241,11.715506,3.855729485024512,-0.4208038987957385,-0.24081201847958375,-0.13681094642370778
C090329,LOT-009,IC_A,124.77,3.282,10.739,10.686,11.124,11.413,50.0,Normal,True,-0.0022083333333333677,0.006083333333333342,0.0040138888888888846,0.004011904761904759,11.39196,3.751426574663322,-0.1881844109032993,-0.07142882705202544,0.005608533069020371
C020352,LOT-002,IC_A,125.81,3.265,9.99,10.181,10.81,38.54,50.0,Sudden_Anomaly,True,0.00795833333333329,0.00873611111111113,0.38513888888888886,0.16994047619047617,11.022252,4.154165292215281,-0.20250807101404203,-0.05109377818878563,6.6241341074143145
C080268,LOT-008,IC_A,123.17,3.333,8.817,8.822,9.071,9.757,50.0,Normal,True,0.00020833333333329188,0.003458333333333341,0.009527777777777777,0.005595238095238092,11.11735,3.8795692423918693,-0.5916507366124105,-0.5274683533521276,-0.3506445986671717
C090188,LOT-009,IC_A,124.54,3.292,10.522,10.66,11.048,11.838,50.0,Normal,True,0.0057499999999999956,0.0053888888888888875,0.01097222222222221,0.007833333333333328,11.39196,3.751426574663322,-0.19511510766159404,-0.09168778680704111,0.1188987685411464
C060363,LOT-006,IC_A,126.97,3.306,10.324,10.168,10.511,10.65,50.0,Normal,True,-0.006500000000000024,0.004763888888888889,0.0019305555555555712,0.0019404761904761934,11.337624,3.811839389807939,-0.3068397905555335,-0.21685698568785988,-0.18039165077063907
C040163,LOT-004,IC_A,126.17,3.258,20.354,20.616,21.175,20.907,50.0,High_Stable,True,0.010916666666666686,0.0077638888888889035,-0.003722222222222232,0.0032916666666666715,10.701696,3.832831406253284,2.586678867174998,2.7325240507351176,2.662601851818996
C080034,LOT-008,IC_A,123.28,3.33,9.728,9.761,9.888,10.362,50.0,Normal,True,0.001374999999999978,0.0017638888888888982,0.006583333333333336,0.0037738095238095256,11.11735,3.8795692423918693,-0.3496135563658018,-0.316877963297304,-0.19469945058495833
C050469,LOT-005,IC_A,125.38,3.309,23.892,24.139,24.57,24.382,50.0,High_Stable,True,0.010291666666666663,0.005986111111111124,-0.002611111111111095,0.0029166666666666785,13.060988,4.494286612596969,2.4649099968278843,2.5608095326500897,2.518978644634836
C080361,LOT-008,IC_A,123.32,3.328,8.743,8.657,8.743,9.078,50.0,Normal,True,-0.003583333333333346,0.0011944444444444485,0.004652777777777765,0.0019940476190476136,11.11735,3.8795692423918693,-0.634181231543923,-0.6120138220644679,-0.5256640293247301
C100445,LOT-010,IC_A,124.88,3.283,12.036,12.112,12.348,12.35,50.0,Normal,True,0.003166666666666688,0.003277777777777787,2.7777777777762383e-05,0.0018690476190476194,12.905142,4.3537982539741815,-0.18217242824148164,-0.1279668848898626,-0.12750751587840847
C050247,LOT-005,IC_A,125.28,3.315,11.523,11.826,12.113,12.935,50.0,Normal,True,0.012625000000000034,0.003986111111111097,0.011416666666666679,0.00840476190476191,13.060988,4.494286612596969,-0.2747906634477806,-0.21093180780747248,-0.02803292510247781
C080335,LOT-008,IC_A,123.12,3.34,22.122,28.465,41.936,61.264,50.0,Absolute_Failure,False,0.26429166666666665,0.18709722222222222,0.2684444444444445,0.23298809523809524,11.11735,3.8795692423918693,4.471540244840343,7.943832955279176,12.925829355499042
C030304,LOT-003,IC_A,125.75,3.303,12.584,12.404,12.712,12.593,50.0,Normal,True,-0.0074999999999999884,0.004277777777777775,-0.0016527777777777747,5.35714285714306e-05,11.715506,3.855729485024512,0.17856387557116793,0.2584449982475016,0.22758183721346364
C080210,LOT-008,IC_A,123.08,3.331,11.72,11.627,12.128,12.251,50.0,Normal,True,-0.0038749999999999987,0.006958333333333326,0.001708333333333324,0.0031607142857142784,11.11735,3.8795692423918693,0.13136767722330592,0.2605057254698989,0.2922102762370264
C030019,LOT-003,IC_A,125.35,3.3,11.198,11.263,11.539,11.551,50.0,Normal,True,0.0027083333333333126,0.0038333333333333305,0.00016666666666667298,0.002101190476190475,11.715506,3.855729485024512,-0.11735937434343191,-0.045777589088016046,-0.04266533755517176
C080302,LOT-008,IC_A,123.39,3.334,9.608,9.787,10.203,10.863,50.0,Normal,True,0.007458333333333345,0.005777777777777758,0.009166666666666668,0.00747023809523809,11.11735,3.8795692423918693,-0.3429117814068964,-0.23568338206441622,-0.06556140233836533
C020281,LOT-002,IC_A,126.08,3.269,10.203,9.96,10.164,10.274,50.0,Normal,True,-0.01012499999999994,0.0028333333333333175,0.0015277777777777698,0.000422619047619046,11.022252,4.154165292215281,-0.25570768741210453,-0.20660034919850828,-0.18012090212254947
